0.072,0.087,0.12,0.195,0.201,0.207,0.213,0.219,0.225,0.231,0.237,0.243,0.255
1,1,1,0.98374,0.95935,0.95935,0.91057,0.84553,0.74797,0.68293,0.60163,0.49593,0.38211
0.33333,0.33333,0.33333,0.3252,0.3252,0.3252,0.31707,0.30894,0.29268,0.27642,0.26016,0.2439,0.17886
0.45528,0.45528,0.45528,0.44715,0.43902,0.43089,0.42276,0.4065,0.37398,0.34959,0.33333,0.30894,0.21951
0.54472,0.54472,0.54472,0.53659,0.52846,0.52033,0.50407,0.47154,0.42276,0.39837,0.35772,0.3252,0.22764
0.57724,0.57724,0.57724,0.56911,0.56098,0.55285,0.53659,0.49593,0.43902,0.41463,0.37398,0.34146,0.2439
0.61789,0.61789,0.61789,0.60976,0.5935,0.58537,0.56911,0.52846,0.47154,0.43902,0.39024,0.34959,0.2439
0.63415,0.63415,0.63415,0.62602,0.60976,0.5935,0.57724,0.53659,0.47154,0.43902,0.39024,0.34959,0.2439
0.65854,0.65854,0.65041,0.64228,0.62602,0.60163,0.58537,0.54472,0.47967,0.44715,0.39837,0.35772,0.2439
0.68293,0.68293,0.6748,0.65854,0.63415,0.60976,0.5935,0.55285,0.4878,0.45528,0.39837,0.35772,0.2439
0.69106,0.69106,0.68293,0.66667,0.64228,0.61789,0.5935,0.55285,0.4878,0.45528,0.39837,0.35772,0.2439
0.69106,0.69106,0.68293,0.66667,0.64228,0.61789,0.5935,0.55285,0.4878,0.45528,0.39837,0.35772,0.2439
0.70732,0.70732,0.69919,0.68293,0.65854,0.63415,0.60976,0.56098,0.49593,0.45528,0.39837,0.35772,0.2439
0.70732,0.70732,0.69919,0.68293,0.65854,0.63415,0.60976,0.56098,0.49593,0.45528,0.39837,0.35772,0.2439
0.72358,0.72358,0.71545,0.69919,0.6748,0.65041,0.62602,0.56098,0.49593,0.45528,0.39837,0.35772,0.2439
0.73171,0.73171,0.72358,0.70732,0.68293,0.65041,0.62602,0.56098,0.49593,0.45528,0.39837,0.35772,0.2439
0.74797,0.74797,0.73984,0.72358,0.69919,0.65854,0.62602,0.56098,0.49593,0.45528,0.39837,0.35772,0.2439
0.7561,0.7561,0.74797,0.73171,0.70732,0.65854,0.62602,0.56098,0.49593,0.45528,0.39837,0.35772,0.2439
0.7561,0.7561,0.74797,0.73171,0.70732,0.65854,0.62602,0.56098,0.49593,0.45528,0.39837,0.35772,0.2439
0.76423,0.76423,0.7561,0.73984,0.71545,0.66667,0.63415,0.56911,0.49593,0.45528,0.39837,0.35772,0.2439
0.76423,0.76423,0.7561,0.73984,0.71545,0.66667,0.63415,0.56911,0.49593,0.45528,0.39837,0.35772,0.2439
0.77236,0.76423,0.7561,0.73984,0.71545,0.66667,0.63415,0.56911,0.49593,0.45528,0.39837,0.35772,0.2439
0.78862,0.78049,0.77236,0.7561,0.72358,0.6748,0.64228,0.57724,0.50407,0.45528,0.39837,0.35772,0.2439
0.80488,0.79675,0.78049,0.76423,0.73171,0.6748,0.64228,0.57724,0.50407,0.45528,0.39837,0.35772,0.2439
0.81301,0.80488,0.78862,0.76423,0.73171,0.6748,0.64228,0.57724,0.50407,0.45528,0.39837,0.35772,0.2439
0.82114,0.80488,0.78862,0.76423,0.73171,0.6748,0.64228,0.57724,0.50407,0.45528,0.39837,0.35772,0.2439
0.82114,0.80488,0.78862,0.76423,0.73171,0.6748,0.64228,0.57724,0.50407,0.45528,0.39837,0.35772,0.2439
0.82927,0.81301,0.79675,0.77236,0.73984,0.68293,0.65041,0.58537,0.50407,0.45528,0.39837,0.35772,0.2439
0.82927,0.81301,0.79675,0.77236,0.73984,0.68293,0.65041,0.58537,0.50407,0.45528,0.39837,0.35772,0.2439
0.84553,0.82927,0.81301,0.78049,0.74797,0.68293,0.65041,0.58537,0.50407,0.45528,0.39837,0.35772,0.2439
0.84553,0.82927,0.81301,0.78049,0.74797,0.68293,0.65041,0.58537,0.50407,0.45528,0.39837,0.35772,0.2439
0.86179,0.84553,0.82114,0.78862,0.7561,0.69106,0.65854,0.5935,0.50407,0.45528,0.39837,0.35772,0.2439
0.86179,0.84553,0.82114,0.78862,0.7561,0.69106,0.65854,0.5935,0.50407,0.45528,0.39837,0.35772,0.2439
0.86992,0.84553,0.82114,0.78862,0.7561,0.69106,0.65854,0.5935,0.50407,0.45528,0.39837,0.35772,0.2439
0.88618,0.85366,0.82114,0.78862,0.7561,0.69106,0.65854,0.5935,0.50407,0.45528,0.39837,0.35772,0.2439
0.90244,0.86992,0.82927,0.79675,0.7561,0.69106,0.65854,0.5935,0.50407,0.45528,0.39837,0.35772,0.2439
0.92683,0.89431,0.8374,0.79675,0.7561,0.69106,0.65854,0.5935,0.50407,0.45528,0.39837,0.35772,0.2439
0.92683,0.89431,0.8374,0.79675,0.7561,0.69106,0.65854,0.5935,0.50407,0.45528,0.39837,0.35772,0.2439
0.94309,0.91057,0.84553,0.79675,0.7561,0.69106,0.65854,0.5935,0.50407,0.45528,0.39837,0.35772,0.2439
0.96748,0.9187,0.84553,0.79675,0.7561,0.69106,0.65854,0.5935,0.50407,0.45528,0.39837,0.35772,0.2439
0.96748,0.9187,0.84553,0.79675,0.7561,0.69106,0.65854,0.5935,0.50407,0.45528,0.39837,0.35772,0.2439
0.96748,0.9187,0.84553,0.79675,0.7561,0.69106,0.65854,0.5935,0.50407,0.45528,0.39837,0.35772,0.2439
0.98374,0.92683,0.84553,0.79675,0.7561,0.69106,0.65854,0.5935,0.50407,0.45528,0.39837,0.35772,0.2439
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.072,0.087,0.12,0.195,0.201,0.207,0.213,0.219,0.225,0.231,0.237,0.243,0.255
0.98374,0.92683,0.84553,0.79675,0.7561,0.69106,0.65854,0.5935,0.50407,0.45528,0.39837,0.35772,0.2439
0.99009,0.96788,0.94606,0.77454,0.70672,0.62998,0.54313,0.44438,0.35574,0.27206,0.20186,0.14892,0.071386
