0.2,0.203,0.206,0.209,0.212,0.215,0.218,0.221,0.224,0.227,0.23,0.233,0.236,0.239,0.242,0.245,0.248,0.251,0.254,0.257,0.26,0.263,0.266,0.269,0.272,0.275,0.278,0.281,0.284,0.287,0.29,0.293,0.296,0.299,0.302,0.305,0.308,0.311,0.314,0.317,0.32,0.323,0.326,0.329,0.332,0.335,0.338,0.341,0.344,0.347,0.35
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99187,0.99187,0.97561,0.95122,0.93496,0.90244,0.86992,0.81301,0.71545,0.62602,0.55285,0.43902,0.35772,0.2439,0.1626,0.089431,0.02439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.59756,0.5813,0.56504,0.56504,0.55285,0.52033,0.47561,0.43902,0.41463,0.37398,0.32114,0.28862,0.26423,0.21545,0.19106,0.15854,0.13008,0.10569,0.097561,0.069106,0.052846,0.036585,0.01626,0.01626,0.004065,0.004065,0,0
0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.6626,0.65854,0.65854,0.65447,0.63008,0.60163,0.59756,0.58537,0.54878,0.50407,0.46341,0.42683,0.38618,0.33333,0.29268,0.26423,0.21545,0.19106,0.15854,0.13008,0.10569,0.097561,0.069106,0.052846,0.036585,0.01626,0.01626,0.004065,0.004065,0,0
0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71545,0.71138,0.70325,0.69919,0.68293,0.64634,0.61789,0.61382,0.60163,0.56504,0.51626,0.47154,0.42683,0.38618,0.33333,0.29268,0.26423,0.21545,0.19106,0.15854,0.13008,0.10569,0.097561,0.069106,0.052846,0.036585,0.01626,0.01626,0.004065,0.004065,0,0
0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76829,0.76423,0.7561,0.74797,0.73171,0.69512,0.65854,0.65447,0.63008,0.58943,0.52846,0.47561,0.43089,0.39024,0.33333,0.29268,0.26423,0.21545,0.19106,0.15854,0.13008,0.10569,0.097561,0.069106,0.052846,0.036585,0.01626,0.01626,0.004065,0.004065,0,0
0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80894,0.80488,0.79675,0.78862,0.76423,0.72764,0.68699,0.67886,0.64634,0.60163,0.54065,0.47967,0.43089,0.39024,0.33333,0.29268,0.26423,0.21545,0.19106,0.15854,0.13008,0.10569,0.097561,0.069106,0.052846,0.036585,0.01626,0.01626,0.004065,0.004065,0,0
0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.8252,0.82114,0.81301,0.80488,0.78049,0.73984,0.69512,0.68699,0.65447,0.60976,0.54472,0.48374,0.43089,0.39024,0.33333,0.29268,0.26423,0.21545,0.19106,0.15854,0.13008,0.10569,0.097561,0.069106,0.052846,0.036585,0.01626,0.01626,0.004065,0.004065,0,0
0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85772,0.85366,0.8374,0.82927,0.79675,0.7561,0.71138,0.69919,0.6626,0.61382,0.54472,0.48374,0.43089,0.39024,0.33333,0.29268,0.26423,0.21545,0.19106,0.15854,0.13008,0.10569,0.097561,0.069106,0.052846,0.036585,0.01626,0.01626,0.004065,0.004065,0,0
0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86585,0.86585,0.86179,0.84553,0.8374,0.80488,0.76423,0.71951,0.70732,0.6626,0.61382,0.54472,0.48374,0.43089,0.39024,0.33333,0.29268,0.26423,0.21545,0.19106,0.15854,0.13008,0.10569,0.097561,0.069106,0.052846,0.036585,0.01626,0.01626,0.004065,0.004065,0,0
