0.17,0.174,0.178,0.182,0.186,0.19,0.194,0.198,0.202,0.206,0.21,0.214,0.218,0.222,0.226,0.23,0.234,0.238,0.242,0.246,0.25,0.254,0.258,0.262,0.266,0.27,0.274,0.278,0.282,0.286,0.29,0.294,0.298,0.302,0.306,0.31,0.314,0.318,0.322,0.326,0.33,0.334,0.338,0.342,0.346,0.35,0.354,0.358,0.362,0.366,0.37
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98374,0.97561,0.95122,0.9187,0.91057,0.85366,0.84553,0.79675,0.72358,0.6748,0.58537,0.52033,0.42276,0.37398,0.29268,0.18699,0.13821,0.089431,0.04065,0.01626,0.0081301,0,0,0
0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.02439,0.020325,0.020325,0.020325,0.020325,0.01626,0.012195,0.012195,0.004065,0,0,0,0,0,0,0,0,0,0
0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.04065,0.036585,0.036585,0.036585,0.036585,0.036585,0.036585,0.03252,0.03252,0.03252,0.03252,0.028455,0.028455,0.02439,0.02439,0.020325,0.01626,0.01626,0.0081301,0.004065,0.004065,0,0,0,0,0,0,0,0
0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.089431,0.085366,0.081301,0.077236,0.077236,0.077236,0.069106,0.065041,0.065041,0.065041,0.060976,0.04878,0.04878,0.036585,0.03252,0.028455,0.02439,0.01626,0.0081301,0.004065,0.004065,0,0,0,0,0,0,0,0
0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14634,0.14228,0.14228,0.14228,0.13821,0.13415,0.13008,0.12602,0.12602,0.11382,0.10976,0.10569,0.093496,0.077236,0.065041,0.065041,0.044715,0.036585,0.03252,0.028455,0.020325,0.012195,0.004065,0.004065,0,0,0,0,0,0,0,0
0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,0.1626,0.1626,0.1626,0.15854,0.15447,0.15041,0.14634,0.14634,0.13415,0.12602,0.12195,0.10976,0.089431,0.073171,0.069106,0.04878,0.036585,0.03252,0.028455,0.020325,0.012195,0.004065,0.004065,0,0,0,0,0,0,0,0
0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.18293,0.17886,0.17886,0.17886,0.1748,0.17073,0.16667,0.1626,0.1626,0.15041,0.14228,0.13415,0.12195,0.10163,0.085366,0.081301,0.052846,0.04065,0.03252,0.028455,0.020325,0.012195,0.004065,0.004065,0,0,0,0,0,0,0,0
0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18699,0.18293,0.18293,0.18293,0.17886,0.1748,0.17073,0.16667,0.16667,0.15447,0.14634,0.13821,0.12195,0.10163,0.085366,0.081301,0.052846,0.04065,0.03252,0.028455,0.020325,0.012195,0.004065,0.004065,0,0,0,0,0,0,0,0
0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.21138,0.20732,0.20732,0.20732,0.20325,0.19919,0.19512,0.19106,0.19106,0.17886,0.16667,0.15854,0.13415,0.11382,0.097561,0.093496,0.060976,0.044715,0.03252,0.028455,0.020325,0.012195,0.004065,0.004065,0,0,0,0,0,0,0,0
0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.24797,0.2439,0.23984,0.23984,0.23984,0.23577,0.23171,0.22358,0.21545,0.21545,0.19919,0.17886,0.16667,0.14228,0.12195,0.10569,0.097561,0.060976,0.044715,0.03252,0.028455,0.020325,0.012195,0.004065,0.004065,0,0,0,0,0,0,0,0
0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.27236,0.26829,0.26423,0.26423,0.26423,0.26016,0.2561,0.2439,0.23577,0.23577,0.21138,0.19106,0.17886,0.15447,0.13415,0.11789,0.10976,0.073171,0.04878,0.036585,0.03252,0.02439,0.012195,0.004065,0.004065,0,0,0,0,0,0,0,0
0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30488,0.30081,0.29675,0.29675,0.29675,0.29268,0.28862,0.27642,0.26829,0.26829,0.2439,0.21951,0.20732,0.16667,0.14228,0.12602,0.11789,0.081301,0.052846,0.036585,0.03252,0.02439,0.012195,0.004065,0.004065,0,0,0,0,0,0,0,0
0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.32927,0.3252,0.3252,0.3252,0.32114,0.31707,0.30488,0.29675,0.29268,0.26423,0.23171,0.21138,0.16667,0.14228,0.12602,0.11789,0.081301,0.052846,0.036585,0.03252,0.02439,0.012195,0.004065,0.004065,0,0,0,0,0,0,0,0
0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.35366,0.34959,0.34553,0.34553,0.34553,0.34146,0.3374,0.3252,0.31301,0.30081,0.27236,0.23984,0.21951,0.1748,0.15041,0.13415,0.12195,0.085366,0.056911,0.04065,0.03252,0.02439,0.012195,0.004065,0.004065,0,0,0,0,0,0,0,0
0.39024,0.39024,0.39024,0.39024,0.39024,0.39024,0.39024,0.39024,0.39024,0.39024,0.39024,0.39024,0.39024,0.39024,0.39024,0.39024,0.39024,0.39024,0.38618,0.38211,0.37398,0.37398,0.37398,0.36585,0.35772,0.34146,0.3252,0.31301,0.28049,0.2439,0.22358,0.17886,0.15041,0.13415,0.12195,0.085366,0.056911,0.04065,0.03252,0.02439,0.012195,0.004065,0.004065,0,0,0,0,0,0,0,0
0.41057,0.41057,0.41057,0.41057,0.41057,0.41057,0.41057,0.41057,0.41057,0.41057,0.41057,0.41057,0.41057,0.41057,0.41057,0.41057,0.41057,0.41057,0.4065,0.39837,0.39024,0.39024,0.39024,0.38211,0.37398,0.35772,0.3374,0.32114,0.28862,0.25203,0.23171,0.18699,0.15041,0.13415,0.12195,0.085366,0.056911,0.04065,0.03252,0.02439,0.012195,0.004065,0.004065,0,0,0,0,0,0,0,0
