0.25,0.37,0.372,0.374,0.376,0.378,0.38,0.382,0.384,0.386,0.388,0.39,0.392,0.394,0.396,0.398,0.4,0.402,0.404,0.406,0.408,0.41,0.412,0.414,0.416,0.418,0.42,0.422,0.424,0.426,0.428,0.43,0.432,0.434,0.436,0.438,0.44,0.442,0.444,0.446,0.448,0.45,0.452,0.454,0.456,0.458,0.46,0.462,0.464,0.466,0.468,0.47,0.56
1,0.98374,0.97561,0.97561,0.97561,0.97561,0.96748,0.93496,0.9187,0.9187,0.9187,0.90244,0.87805,0.87805,0.85366,0.8374,0.8374,0.82927,0.82114,0.79675,0.78049,0.76423,0.74797,0.73984,0.71545,0.69106,0.66667,0.60163,0.54472,0.50407,0.43902,0.39024,0.34146,0.31707,0.2439,0.21138,0.1626,0.13821,0.13821,0.12195,0.12195,0.10569,0.097561,0.081301,0.081301,0.073171,0.056911,0.056911,0.04878,0.03252,0.02439,0.01626,0
0.79675,0.79675,0.79675,0.79675,0.79675,0.79675,0.79675,0.78862,0.78862,0.78862,0.78862,0.78862,0.78049,0.78049,0.78049,0.78049,0.77236,0.77236,0.77236,0.76423,0.76423,0.76423,0.7561,0.74797,0.74797,0.73171,0.72358,0.70732,0.69106,0.68293,0.6748,0.6748,0.65854,0.64228,0.63415,0.63415,0.62602,0.62602,0.60163,0.5935,0.5935,0.55285,0.52846,0.5122,0.49593,0.45528,0.43902,0.4065,0.39024,0.38211,0.36585,0.35772,0.02439
0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.86992,0.85366,0.85366,0.85366,0.85366,0.85366,0.84553,0.84553,0.8374,0.8374,0.82927,0.82927,0.82114,0.81301,0.81301,0.81301,0.79675,0.78862,0.78049,0.76423,0.7561,0.73984,0.72358,0.71545,0.70732,0.70732,0.69106,0.6748,0.65854,0.65854,0.64228,0.64228,0.60976,0.60163,0.60163,0.56098,0.53659,0.52033,0.49593,0.45528,0.43902,0.4065,0.39024,0.38211,0.36585,0.35772,0.02439
0.89431,0.89431,0.89431,0.89431,0.89431,0.89431,0.89431,0.87805,0.87805,0.87805,0.87805,0.87805,0.86992,0.86992,0.86179,0.86179,0.85366,0.84553,0.8374,0.82927,0.82927,0.82927,0.81301,0.80488,0.79675,0.77236,0.76423,0.74797,0.73171,0.72358,0.71545,0.71545,0.69919,0.68293,0.66667,0.66667,0.64228,0.64228,0.60976,0.60163,0.60163,0.56098,0.53659,0.52033,0.49593,0.45528,0.43902,0.4065,0.39024,0.38211,0.36585,0.35772,0.02439
0.92683,0.92683,0.92683,0.92683,0.92683,0.92683,0.92683,0.91057,0.91057,0.91057,0.91057,0.91057,0.90244,0.90244,0.88618,0.88618,0.87805,0.86992,0.86179,0.85366,0.85366,0.85366,0.8374,0.82114,0.81301,0.78049,0.77236,0.7561,0.73171,0.72358,0.71545,0.71545,0.69919,0.68293,0.66667,0.66667,0.64228,0.64228,0.60976,0.60163,0.60163,0.56098,0.53659,0.52033,0.49593,0.45528,0.43902,0.4065,0.39024,0.38211,0.36585,0.35772,0.02439
0.95122,0.95122,0.95122,0.95122,0.95122,0.95122,0.95122,0.93496,0.93496,0.93496,0.92683,0.92683,0.9187,0.91057,0.89431,0.88618,0.87805,0.86992,0.86179,0.85366,0.85366,0.85366,0.8374,0.82114,0.81301,0.78049,0.77236,0.7561,0.73171,0.72358,0.71545,0.71545,0.69919,0.68293,0.66667,0.66667,0.64228,0.64228,0.60976,0.60163,0.60163,0.56098,0.53659,0.52033,0.49593,0.45528,0.43902,0.4065,0.39024,0.38211,0.36585,0.35772,0.02439
0.95935,0.95935,0.95935,0.95935,0.95935,0.95935,0.95935,0.94309,0.94309,0.94309,0.93496,0.93496,0.92683,0.9187,0.90244,0.89431,0.88618,0.87805,0.86992,0.86179,0.86179,0.86179,0.84553,0.82927,0.82114,0.78862,0.77236,0.7561,0.73171,0.72358,0.71545,0.71545,0.69919,0.68293,0.66667,0.66667,0.64228,0.64228,0.60976,0.60163,0.60163,0.56098,0.53659,0.52033,0.49593,0.45528,0.43902,0.4065,0.39024,0.38211,0.36585,0.35772,0.02439
0.96748,0.96748,0.96748,0.96748,0.96748,0.96748,0.96748,0.95122,0.95122,0.95122,0.94309,0.94309,0.93496,0.92683,0.91057,0.90244,0.89431,0.88618,0.87805,0.86179,0.86179,0.86179,0.84553,0.82927,0.82114,0.78862,0.77236,0.7561,0.73171,0.72358,0.71545,0.71545,0.69919,0.68293,0.66667,0.66667,0.64228,0.64228,0.60976,0.60163,0.60163,0.56098,0.53659,0.52033,0.49593,0.45528,0.43902,0.4065,0.39024,0.38211,0.36585,0.35772,0.02439
0.97561,0.97561,0.97561,0.97561,0.97561,0.97561,0.97561,0.95935,0.95935,0.95935,0.95122,0.95122,0.94309,0.93496,0.9187,0.91057,0.90244,0.89431,0.88618,0.86992,0.86992,0.86992,0.85366,0.8374,0.82927,0.79675,0.78049,0.76423,0.73171,0.72358,0.71545,0.71545,0.69919,0.68293,0.66667,0.66667,0.64228,0.64228,0.60976,0.60163,0.60163,0.56098,0.53659,0.52033,0.49593,0.45528,0.43902,0.4065,0.39024,0.38211,0.36585,0.35772,0.02439
