0.296,0.312,0.316,0.321,0.325,0.33,0.338
1,1,1,0.96667,0.95,0.93333,0.88333
0.41509,0.39623,0.39623,0.37736,0.32075,0.30189,0.30189
0.60377,0.58491,0.56604,0.54717,0.49057,0.45283,0.45283
0.62264,0.60377,0.58491,0.56604,0.50943,0.45283,0.45283
0.67925,0.64151,0.62264,0.60377,0.54717,0.49057,0.4717
0.69811,0.66038,0.64151,0.60377,0.54717,0.49057,0.4717
0.73585,0.69811,0.67925,0.62264,0.56604,0.49057,0.4717
0.81132,0.73585,0.69811,0.64151,0.58491,0.50943,0.49057
0.81132,0.73585,0.69811,0.64151,0.58491,0.50943,0.49057
0.84906,0.77358,0.71698,0.66038,0.60377,0.50943,0.49057
0.86792,0.77358,0.71698,0.66038,0.60377,0.50943,0.49057
0.86792,0.77358,0.71698,0.66038,0.60377,0.50943,0.49057
0.86792,0.77358,0.71698,0.66038,0.60377,0.50943,0.49057
0.86792,0.77358,0.71698,0.66038,0.60377,0.50943,0.49057
0.86792,0.77358,0.71698,0.66038,0.60377,0.50943,0.49057
0.88679,0.79245,0.73585,0.67925,0.60377,0.50943,0.49057
0.88679,0.79245,0.73585,0.67925,0.60377,0.50943,0.49057
0.90566,0.79245,0.73585,0.67925,0.60377,0.50943,0.49057
0.90566,0.79245,0.73585,0.67925,0.60377,0.50943,0.49057
0.90566,0.79245,0.73585,0.67925,0.60377,0.50943,0.49057
0.90566,0.79245,0.73585,0.67925,0.60377,0.50943,0.49057
0.90566,0.79245,0.73585,0.67925,0.60377,0.50943,0.49057
0.90566,0.79245,0.73585,0.67925,0.60377,0.50943,0.49057
0.90566,0.79245,0.73585,0.67925,0.60377,0.50943,0.49057
0.90566,0.79245,0.73585,0.67925,0.60377,0.50943,0.49057
0.90566,0.79245,0.73585,0.67925,0.60377,0.50943,0.49057
NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.296,0.312,0.316,0.321,0.325,0.33,0.338
0.90566,0.79245,0.73585,0.67925,0.60377,0.50943,0.49057
0.58733,0.40333,0.36867,0.31867,0.28067,0.228,0.17667
