1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.268,0.27,0.2746,0.284,0.288,0.293,0.298,0.302,0.307,0.311,0.316,0.321,0.325,0.33,0.334,0.339,0.344,0.348,0.353,0.357,0.362,0.367,0.371,0.376,0.38,0.385,0.39,0.394,0.399,0.403,0.408,0.413,0.417,0.422,0.426,0.431,0.436,0.44,0.445,0.449,0.454,0.459,0.463,0.468,0.472,0.477,0.482,0.486,0.491,0.495,0.5,0.5046
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98077,0.98077,0.94231,0.90385,0.90385,0.86538,0.84615,0.73077,0.67308,0.57692,0.40385,0.38462,0.25,0.23077,0.23077,0.15385,0.15385,0.13462,0.13462,0.11538,0.076923,0.038462
1,0.99934,0.99803,0.99607,0.9941,0.99148,0.98426,0.97705,0.96525,0.95803,0.9482,0.93443,0.91541,0.88525,0.86164,0.8341,0.79672,0.76066,0.70361,0.65836,0.60131,0.55148,0.49967,0.43738,0.3882,0.32131,0.27016,0.22951,0.17377,0.14098,0.10361,0.076066,0.057049,0.036066,0.025574,0.015082,0.010492,0.0078689,0.0039344,0.0032787,0.002623,0.0019672,0.0013115,0.00065574,0.00065574,0.00065574,0,0,0,0,0,0
