0.453,0.485,0.509,0.516
0.96721,0.65574,0.42623,0.37705
0.90345,0.84828,0.7931,0.73793
0.91724,0.86207,0.8069,0.75172
0.93793,0.87586,0.81379,0.75862
0.95862,0.89655,0.82069,0.75862
0.95862,0.89655,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
0.96552,0.90345,0.82069,0.75862
NaN,NaN,NaN,NaN
0.453,0.485,0.509,0.516
0.96552,0.90345,0.82069,0.75862
0.41049,0.17049,0.061639,0.036721
