0.35,0.456,0.458,0.46,0.462,0.464,0.466,0.468,0.47,0.472,0.474,0.476,0.478,0.48,0.482,0.484,0.486,0.488,0.49,0.492,0.494,0.496,0.498,0.5,0.502,0.504,0.506,0.508,0.51,0.512,0.514,0.516,0.518,0.52
1,1,1,0.98361,0.98361,0.98361,0.98361,0.96721,0.96721,0.96721,0.96721,0.96721,0.95082,0.95082,0.95082,0.90164,0.85246,0.81967,0.80328,0.77049,0.7377,0.70492,0.67213,0.62295,0.59016,0.47541,0.37705,0.31148,0.2623,0.2459,0.19672,0.14754,0.098361,0.081967
0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.15385,0.15385,0.15385,0.13462,0.13462,0.13462,0.13462,0.13462,0.13462,0.13462,0.13462,0.13462,0.13462,0.13462,0.13462,0.076923,0.076923,0.057692,0.057692,0.057692,0.057692,0.057692,0.057692,0.057692,0.057692,0.038462
0.23077,0.23077,0.23077,0.23077,0.23077,0.23077,0.23077,0.23077,0.21154,0.21154,0.21154,0.19231,0.19231,0.19231,0.19231,0.19231,0.19231,0.19231,0.19231,0.17308,0.17308,0.17308,0.17308,0.11538,0.11538,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.057692
0.34615,0.34615,0.34615,0.34615,0.34615,0.34615,0.34615,0.34615,0.32692,0.32692,0.32692,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.28846,0.25,0.23077,0.21154,0.21154,0.21154,0.13462,0.13462,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.38462,0.38462,0.38462,0.38462,0.38462,0.38462,0.38462,0.38462,0.36538,0.36538,0.34615,0.32692,0.32692,0.32692,0.32692,0.32692,0.32692,0.30769,0.26923,0.25,0.23077,0.23077,0.23077,0.15385,0.15385,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.42308,0.42308,0.42308,0.42308,0.42308,0.42308,0.42308,0.42308,0.40385,0.40385,0.38462,0.34615,0.34615,0.34615,0.34615,0.34615,0.34615,0.32692,0.26923,0.25,0.23077,0.23077,0.23077,0.15385,0.15385,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.44231,0.44231,0.44231,0.44231,0.44231,0.44231,0.44231,0.44231,0.42308,0.42308,0.40385,0.36538,0.36538,0.36538,0.34615,0.34615,0.34615,0.32692,0.26923,0.25,0.23077,0.23077,0.23077,0.15385,0.15385,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.51923,0.51923,0.51923,0.51923,0.51923,0.51923,0.51923,0.51923,0.5,0.5,0.48077,0.44231,0.44231,0.44231,0.42308,0.42308,0.42308,0.40385,0.30769,0.28846,0.25,0.25,0.25,0.17308,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.69231,0.69231,0.69231,0.69231,0.69231,0.69231,0.69231,0.69231,0.65385,0.61538,0.57692,0.53846,0.51923,0.51923,0.5,0.48077,0.48077,0.46154,0.36538,0.34615,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.71154,0.71154,0.71154,0.71154,0.71154,0.71154,0.71154,0.71154,0.67308,0.63462,0.59615,0.55769,0.53846,0.53846,0.51923,0.5,0.5,0.48077,0.38462,0.34615,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.73077,0.73077,0.73077,0.73077,0.73077,0.73077,0.73077,0.73077,0.69231,0.65385,0.61538,0.57692,0.55769,0.55769,0.53846,0.51923,0.51923,0.48077,0.38462,0.34615,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.80769,0.80769,0.80769,0.80769,0.80769,0.80769,0.80769,0.78846,0.75,0.71154,0.67308,0.63462,0.61538,0.59615,0.57692,0.55769,0.55769,0.51923,0.40385,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.84615,0.84615,0.84615,0.84615,0.84615,0.84615,0.84615,0.82692,0.76923,0.73077,0.69231,0.65385,0.63462,0.61538,0.59615,0.55769,0.55769,0.51923,0.40385,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.86538,0.86538,0.86538,0.86538,0.86538,0.86538,0.86538,0.84615,0.78846,0.75,0.71154,0.67308,0.65385,0.63462,0.61538,0.57692,0.55769,0.51923,0.40385,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.86538,0.86538,0.86538,0.86538,0.86538,0.86538,0.86538,0.84615,0.78846,0.75,0.71154,0.67308,0.65385,0.63462,0.61538,0.57692,0.55769,0.51923,0.40385,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.86538,0.86538,0.86538,0.86538,0.86538,0.86538,0.86538,0.84615,0.78846,0.75,0.71154,0.67308,0.65385,0.63462,0.61538,0.57692,0.55769,0.51923,0.40385,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.86538,0.86538,0.86538,0.86538,0.86538,0.86538,0.86538,0.84615,0.78846,0.75,0.71154,0.67308,0.65385,0.63462,0.61538,0.57692,0.55769,0.51923,0.40385,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.90385,0.90385,0.90385,0.90385,0.90385,0.90385,0.90385,0.86538,0.80769,0.76923,0.73077,0.69231,0.67308,0.65385,0.63462,0.59615,0.57692,0.53846,0.42308,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.90385,0.90385,0.90385,0.90385,0.90385,0.90385,0.90385,0.86538,0.80769,0.76923,0.73077,0.69231,0.67308,0.65385,0.63462,0.59615,0.57692,0.53846,0.42308,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.94231,0.94231,0.94231,0.94231,0.94231,0.94231,0.92308,0.88462,0.82692,0.78846,0.75,0.71154,0.69231,0.67308,0.65385,0.59615,0.57692,0.53846,0.42308,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.94231,0.94231,0.94231,0.94231,0.94231,0.94231,0.92308,0.88462,0.82692,0.78846,0.75,0.71154,0.69231,0.67308,0.65385,0.59615,0.57692,0.53846,0.42308,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.98077,0.98077,0.98077,0.98077,0.96154,0.96154,0.94231,0.90385,0.82692,0.78846,0.75,0.71154,0.69231,0.67308,0.65385,0.59615,0.57692,0.53846,0.42308,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.98077,0.98077,0.98077,0.98077,0.96154,0.96154,0.94231,0.90385,0.82692,0.78846,0.75,0.71154,0.69231,0.67308,0.65385,0.59615,0.57692,0.53846,0.42308,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.98077,0.98077,0.98077,0.98077,0.96154,0.96154,0.94231,0.90385,0.82692,0.78846,0.75,0.71154,0.69231,0.67308,0.65385,0.59615,0.57692,0.53846,0.42308,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
1,0.98077,0.98077,0.98077,0.96154,0.96154,0.94231,0.90385,0.82692,0.78846,0.75,0.71154,0.69231,0.67308,0.65385,0.59615,0.57692,0.53846,0.42308,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
1,0.98077,0.98077,0.98077,0.96154,0.96154,0.94231,0.90385,0.82692,0.78846,0.75,0.71154,0.69231,0.67308,0.65385,0.59615,0.57692,0.53846,0.42308,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.35,0.456,0.458,0.46,0.462,0.464,0.466,0.468,0.47,0.472,0.474,0.476,0.478,0.48,0.482,0.484,0.486,0.488,0.49,0.492,0.494,0.496,0.498,0.5,0.502,0.504,0.506,0.508,0.51,0.512,0.514,0.516,0.518,0.52
1,0.98077,0.98077,0.98077,0.96154,0.96154,0.94231,0.90385,0.82692,0.78846,0.75,0.71154,0.69231,0.67308,0.65385,0.59615,0.57692,0.53846,0.42308,0.36538,0.28846,0.26923,0.26923,0.19231,0.17308,0.13462,0.11538,0.096154,0.096154,0.096154,0.096154,0.096154,0.096154,0.057692
0.99803,0.6741,0.65246,0.62885,0.60525,0.5882,0.56131,0.52918,0.49836,0.46164,0.43279,0.40131,0.35738,0.33049,0.29902,0.26492,0.23016,0.19607,0.16852,0.1377,0.1141,0.10098,0.08459,0.062295,0.049836,0.039344,0.030164,0.023607,0.017049,0.013115,0.0085246,0.0065574,0.0045902,0.0032787
