0.24,0.275,0.285,0.2954,0.306,0.311,0.316,0.321,0.327,0.332,0.337,0.342,0.347,0.353,0.358,0.363,0.368,0.373,0.379,0.382,0.384,0.389,0.394,0.399,0.405,0.41,0.415,0.42,0.425,0.431,0.436,0.441,0.446,0.451,0.457,0.462,0.467,0.472,0.477,0.483,0.488,0.493,0.498,0.503,0.509,0.514,0.519,0.524,0.529,0.535,0.54,0.55,0.57
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98333,0.91667,0.86667,0.85,0.83333,0.8,0.73333,0.68333,0.6,0.46667,0.36667,0.28333,0.18333,0.15,0.11667,0.05,0.033333,0.016667,0.016667,0.016667,0.016667,0.016667,0.016667,0.016667,0.016667,0,0,0,0,0,0,0,0,0,0,0
0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.88679,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.81132,0.81132,0.81132,0.79245,0.79245,0.71698,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.88679,0.88679,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.81132,0.81132,0.81132,0.79245,0.79245,0.71698,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.88679,0.88679,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.81132,0.81132,0.81132,0.79245,0.79245,0.71698,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
0.92453,0.92453,0.92453,0.92453,0.92453,0.92453,0.92453,0.92453,0.92453,0.92453,0.92453,0.92453,0.92453,0.92453,0.92453,0.92453,0.92453,0.90566,0.90566,0.88679,0.88679,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.86792,0.81132,0.81132,0.81132,0.79245,0.79245,0.71698,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.9434,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.9434,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.9434,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.96226,0.9434,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.9434,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.9434,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.9434,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.98113,0.9434,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.24,0.275,0.285,0.2954,0.306,0.311,0.316,0.321,0.327,0.332,0.337,0.342,0.347,0.353,0.358,0.363,0.368,0.373,0.379,0.382,0.384,0.389,0.394,0.399,0.405,0.41,0.415,0.42,0.425,0.431,0.436,0.441,0.446,0.451,0.457,0.462,0.467,0.472,0.477,0.483,0.488,0.493,0.498,0.503,0.509,0.514,0.519,0.524,0.529,0.535,0.54,0.55,0.57
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96226,0.9434,0.92453,0.92453,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.90566,0.84906,0.84906,0.84906,0.81132,0.81132,0.73585,0.66038,0.64151,0.60377,0.58491,0.56604,0.4717,0.39623,0.33962,0.33962,0.32075,0.30189,0.28302,0.26415,0.20755,0.16981,0.13208,0.09434,0.056604,0.018868
1,0.99467,0.98467,0.96933,0.938,0.91933,0.89867,0.872,0.83667,0.798,0.75267,0.71067,0.65267,0.58933,0.52733,0.46067,0.4,0.33067,0.26533,0.24067,0.226,0.18733,0.148,0.12133,0.092,0.069333,0.045333,0.032,0.022,0.01,0.0073333,0.0053333,0.002,0.0013333,0.00066667,0.00066667,0.00066667,0.00066667,0.00066667,0.00066667,0.00066667,0.00066667,0,0,0,0,0,0,0,0,0,0,0
