0.335,0.503,0.525,0.65
1,0.48333,0.05,0
0.88281,0.82812,0.65625,0
0.9375,0.85938,0.65625,0
0.95312,0.85938,0.65625,0
0.96094,0.85938,0.65625,0
0.96094,0.85938,0.65625,0
0.96875,0.85938,0.65625,0
0.96875,0.85938,0.65625,0
0.96875,0.85938,0.65625,0
0.96875,0.85938,0.65625,0
0.96875,0.85938,0.65625,0
0.96875,0.85938,0.65625,0
0.97656,0.85938,0.65625,0
0.97656,0.85938,0.65625,0
0.97656,0.85938,0.65625,0
0.97656,0.85938,0.65625,0
0.98438,0.85938,0.65625,0
0.99219,0.85938,0.65625,0
0.99219,0.85938,0.65625,0
0.99219,0.85938,0.65625,0
0.99219,0.85938,0.65625,0
1,0.85938,0.65625,0
1,0.85938,0.65625,0
1,0.85938,0.65625,0
1,0.85938,0.65625,0
1,0.85938,0.65625,0
NaN,NaN,NaN,NaN
0.335,0.503,0.525,0.65
1,0.85938,0.65625,0
1,0.036,0.002,0
