0.15,0.2,0.22,0.23,0.24,0.25,0.26,0.27,0.275,0.28,0.285,0.29,0.295,0.3,0.305,0.31,0.315,0.32,0.325,0.33,0.335,0.34,0.345,0.35,0.355,0.36,0.365,0.37,0.375,0.38,0.385,0.39,0.395,0.4,0.405,0.41,0.415,0.42,0.425,0.43,0.435,0.44,0.445,0.45,0.455,0.46,0.465,0.47,0.475,0.505,0.51,0.541
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99187,0.99187,0.99187,0.97561,0.96748,0.95935,0.94309,0.9187,0.90244,0.88618,0.85366,0.82114,0.80488,0.78862,0.7561,0.72358,0.69919,0.69919,0.68293,0.66667,0.66667,0.66667,0.65854,0.64228,0.64228,0.62602,0.60163,0.56911,0.55285,0.52846,0.5122,0.47967,0.35772,0.33333,0.2439,0.18699,0
0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.35772,0.34959,0.34959,0.34959,0.34146,0.33333,0.3252,0.31707,0.30081,0.27642,0.26016,0.23577,0.21951,0.21138,0.21138,0.20325,0.19512,0.19512,0.18699,0.18699,0.17886,0.15447,0.13821,0.12195,0.089431,0.089431,0.04065,0.03252,0
0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.50407,0.4878,0.4878,0.4878,0.47154,0.45528,0.43089,0.42276,0.4065,0.38211,0.35772,0.33333,0.31707,0.30081,0.30081,0.29268,0.28455,0.28455,0.27642,0.27642,0.2439,0.21951,0.20325,0.17886,0.13821,0.13821,0.073171,0.065041,0
0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.60163,0.5935,0.58537,0.58537,0.58537,0.58537,0.56098,0.56098,0.56098,0.54472,0.52033,0.4878,0.47967,0.46341,0.43902,0.41463,0.39024,0.37398,0.35772,0.35772,0.34959,0.34146,0.33333,0.3252,0.3252,0.29268,0.26829,0.25203,0.22764,0.18699,0.18699,0.10569,0.097561,0
0.65854,0.65854,0.65854,0.65854,0.65854,0.65854,0.65854,0.65854,0.65854,0.65854,0.65854,0.65854,0.65854,0.65854,0.65854,0.65854,0.65854,0.65041,0.65041,0.64228,0.63415,0.63415,0.63415,0.63415,0.60976,0.60976,0.60976,0.5935,0.56911,0.53659,0.52846,0.5122,0.4878,0.46341,0.43902,0.42276,0.4065,0.4065,0.39837,0.38211,0.37398,0.36585,0.35772,0.3252,0.30081,0.28455,0.26016,0.21951,0.21951,0.12195,0.10569,0
0.73984,0.73984,0.73984,0.73984,0.73984,0.73984,0.73984,0.73984,0.73984,0.73984,0.73984,0.73984,0.73984,0.73984,0.73984,0.73984,0.73984,0.73171,0.73171,0.72358,0.71545,0.71545,0.71545,0.71545,0.69106,0.69106,0.69106,0.66667,0.64228,0.60163,0.5935,0.57724,0.55285,0.52846,0.50407,0.4878,0.47154,0.47154,0.46341,0.43902,0.43089,0.42276,0.4065,0.37398,0.34959,0.3252,0.30081,0.26016,0.25203,0.13821,0.11382,0
0.76423,0.76423,0.76423,0.76423,0.76423,0.76423,0.76423,0.76423,0.76423,0.76423,0.76423,0.76423,0.76423,0.76423,0.76423,0.76423,0.76423,0.7561,0.7561,0.74797,0.73984,0.73984,0.73984,0.73984,0.71545,0.71545,0.71545,0.69106,0.65854,0.61789,0.60976,0.5935,0.56911,0.54472,0.52033,0.49593,0.47967,0.47967,0.47154,0.44715,0.43902,0.42276,0.4065,0.37398,0.34959,0.3252,0.30081,0.26016,0.25203,0.13821,0.11382,0
0.80488,0.80488,0.80488,0.80488,0.80488,0.80488,0.80488,0.80488,0.80488,0.80488,0.80488,0.80488,0.80488,0.80488,0.80488,0.80488,0.80488,0.79675,0.79675,0.78862,0.78049,0.78049,0.78049,0.78049,0.7561,0.7561,0.7561,0.73171,0.69919,0.65854,0.65041,0.63415,0.60976,0.58537,0.56098,0.53659,0.52033,0.52033,0.5122,0.47967,0.45528,0.43902,0.42276,0.39024,0.36585,0.34146,0.31707,0.27642,0.26829,0.13821,0.11382,0
0.84553,0.84553,0.84553,0.84553,0.84553,0.84553,0.84553,0.84553,0.84553,0.84553,0.84553,0.84553,0.84553,0.8374,0.8374,0.8374,0.8374,0.82927,0.82927,0.82114,0.80488,0.80488,0.80488,0.80488,0.78049,0.78049,0.78049,0.7561,0.72358,0.68293,0.6748,0.65854,0.63415,0.60976,0.58537,0.56098,0.54472,0.54472,0.52846,0.49593,0.47154,0.45528,0.43902,0.4065,0.37398,0.34959,0.3252,0.28455,0.27642,0.13821,0.11382,0
0.87805,0.87805,0.87805,0.87805,0.87805,0.87805,0.87805,0.87805,0.87805,0.87805,0.87805,0.87805,0.87805,0.86179,0.86179,0.86179,0.86179,0.85366,0.85366,0.84553,0.82927,0.82927,0.82927,0.82927,0.80488,0.80488,0.80488,0.78049,0.74797,0.70732,0.69919,0.68293,0.65854,0.63415,0.60976,0.58537,0.56911,0.56911,0.55285,0.52033,0.49593,0.47967,0.46341,0.43089,0.39837,0.37398,0.34959,0.30894,0.30081,0.14634,0.12195,0
